chrom	start	end	GC
chr17	82000000	82100000	0.6219
chr17	82100000	82200000	0.51958
chr17	82200000	82300000	0.56419
chr17	82300000	82400000	0.57529
chr17	82400000	82500000	0.53622
chr17	82500000	82600000	0.49734
chr17	82600000	82700000	0.5176
chr17	82700000	82800000	0.52743
chr17	82800000	82900000	0.52821
chr17	82900000	83000000	0.51853
chr17	83000000	83100000	0.56145
chr17	83100000	83200000	0.5351188630749383
chr17	83200000	83257441	0.4734512341645412
